match_id,sport,league,home_team,away_team,match_date,home_win_odds,away_win_odds,draw_odds,implied_home,implied_away,implied_draw,win_pct_home_last5,win_pct_away_last5,rest_days_home,rest_days_away,avg_home_odds_last5,avg_away_odds_last5,result
fd_Premier League_Brighton_Crystal Palace_20241215,soccer,Premier League,Brighton,Crystal Palace,2024-12-15T00:00:00,1.9,3.97,3.89,0.5083829043397536,0.2433066796588242,0.2483104160014221,0.6,0.0,3.0,3.0,2.548,3.79,away_win
fd_Premier League_Man City_Man United_20241215,soccer,Premier League,Man City,Man United,2024-12-15T00:00:00,1.6,5.07,4.65,0.6025301897642323,0.19014759440291354,0.20732221583285412,0.8,0.2,3.0,3.0,1.55,3.272,away_win
fd_Premier League_Chelsea_Brentford_20241215,soccer,Premier League,Chelsea,Brentford,2024-12-15T00:00:00,1.33,8.44,6.05,0.725996215185608,0.11440461684796903,0.15959916796642293,0.4,0.4,3.0,3.0,2.3619999999999997,3.418,home_win
fd_Premier League_Southampton_Tottenham_20241215,soccer,Premier League,Southampton,Tottenham,2024-12-15T00:00:00,4.47,1.69,4.51,0.21569848228006078,0.570516104018859,0.21378541370108017,0.4,0.8,3.0,3.0,8.044,3.378,away_win
fd_Premier League_Bournemouth_West Ham_20241216,soccer,Premier League,Bournemouth,West Ham,2024-12-16T00:00:00,1.72,4.49,4.27,0.5599468450181808,0.21450079586442558,0.22555235911739366,0.8,0.2,3.0,3.0,2.052,6.144,draw
fd_Premier League_Aston Villa_Man City_20241221,soccer,Premier League,Aston Villa,Man City,2024-12-21T00:00:00,3.3,2.14,3.79,0.293017240133528,0.45184901515917864,0.2551337447072935,0.8,0.2,3.0,3.0,2.368,2.162,home_win
fd_Premier League_Brentford_Nott'm Forest_20241221,soccer,Premier League,Brentford,Nott'm Forest,2024-12-21T00:00:00,2.39,3.07,3.47,0.40530751231761364,0.3155325584492172,0.27915992923316907,0.6,0.2,3.0,3.0,3.4219999999999997,4.662000000000001,away_win
fd_Premier League_Ipswich_Newcastle_20241221,soccer,Premier League,Ipswich,Newcastle,2024-12-21T00:00:00,4.69,1.74,4.02,0.20567375886524822,0.5543735224586288,0.23995271867612297,0.4,0.0,3.0,3.0,4.529999999999999,2.3600000000000003,away_win
fd_Premier League_West Ham_Brighton_20241221,soccer,Premier League,West Ham,Brighton,2024-12-21T00:00:00,2.8,2.41,3.83,0.3456743426596211,0.40161334416885436,0.25271231317152454,0.8,0.0,3.0,3.0,3.2399999999999998,3.1239999999999997,draw
fd_Premier League_Crystal Palace_Arsenal_20241221,soccer,Premier League,Crystal Palace,Arsenal,2024-12-21T00:00:00,6.75,1.54,4.17,0.14281997050993786,0.6259966239883641,0.231183405501698,0.6,0.4,3.0,3.0,2.57,1.6620000000000001,away_win
fd_Premier League_Everton_Chelsea_20241222,soccer,Premier League,Everton,Chelsea,2024-12-22T00:00:00,5.48,1.64,4.09,0.1760155347958434,0.5881494699275742,0.23583499527658236,0.6,0.6,3.0,3.0,2.3939999999999997,2.0620000000000003,draw
fd_Premier League_Fulham_Southampton_20241222,soccer,Premier League,Fulham,Southampton,2024-12-22T00:00:00,1.42,7.35,5.06,0.6785044478337335,0.13108521305087095,0.19041033911539557,0.8,0.4,3.0,3.0,2.788,8.738,draw
fd_Premier League_Leicester_Wolves_20241222,soccer,Premier League,Leicester,Wolves,2024-12-22T00:00:00,2.63,2.68,3.58,0.36819120276918593,0.3613219639115518,0.27048683331926227,0.8,0.2,3.0,3.0,5.442,5.904,away_win
fd_Premier League_Man United_Bournemouth_20241222,soccer,Premier League,Man United,Bournemouth,2024-12-22T00:00:00,1.86,4.16,3.87,0.5187433542774288,0.23193813436442726,0.24931851135814403,0.4,0.0,3.0,3.0,2.2640000000000002,3.526,away_win
fd_Premier League_Tottenham_Liverpool_20241222,soccer,Premier League,Tottenham,Liverpool,2024-12-22T00:00:00,4.47,1.71,4.37,0.21566047047211714,0.5637440368481658,0.22059549267971706,0.0,0.2,3.0,3.0,2.154,2.2800000000000002,away_win
fd_Premier League_Man City_Everton_20241226,soccer,Premier League,Man City,Everton,2024-12-26T00:00:00,1.34,8.52,5.73,0.718838070164589,0.11305669178644946,0.1681052380489615,0.8,0.2,3.0,3.0,1.55,5.014,draw
fd_Premier League_Bournemouth_Crystal Palace_20241226,soccer,Premier League,Bournemouth,Crystal Palace,2024-12-26T00:00:00,1.92,3.94,3.85,0.5035218981736586,0.245371077282595,0.25110702454374656,0.8,0.0,3.0,3.0,2.052,3.79,draw
fd_Premier League_Chelsea_Fulham_20241226,soccer,Premier League,Chelsea,Fulham,2024-12-26T00:00:00,1.47,6.32,4.98,0.65454636203691,0.15224416965099014,0.19320946831209992,0.4,0.2,3.0,3.0,2.3619999999999997,3.9899999999999998,away_win
fd_Premier League_Newcastle_Aston Villa_20241226,soccer,Premier League,Newcastle,Aston Villa,2024-12-26T00:00:00,1.94,3.69,4.02,0.49792556191089987,0.2617820027390639,0.24029243535003628,1.0,0.2,3.0,3.0,2.3280000000000003,3.232,home_win
fd_Premier League_Nott'm Forest_Tottenham_20241226,soccer,Premier League,Nott'm Forest,Tottenham,2024-12-26T00:00:00,2.37,2.87,3.81,0.408524898846684,0.3373533136817565,0.2541217874715594,0.6,0.8,3.0,3.0,2.592,3.378,home_win
fd_Premier League_Southampton_West Ham_20241226,soccer,Premier League,Southampton,West Ham,2024-12-26T00:00:00,3.28,2.21,3.62,0.2949643470758703,0.4377751395515179,0.2672605133726118,0.4,0.2,3.0,3.0,8.044,6.144,away_win
fd_Premier League_Wolves_Man United_20241226,soccer,Premier League,Wolves,Man United,2024-12-26T00:00:00,3.95,1.94,3.74,0.24436540974551724,0.49754812809009963,0.2580864621643832,0.6,0.2,3.0,3.0,3.6119999999999997,3.272,home_win
fd_Premier League_Liverpool_Leicester_20241226,soccer,Premier League,Liverpool,Leicester,2024-12-26T00:00:00,1.08,24.96,13.84,0.8918188802696474,0.038588316934744356,0.06959280279560834,0.8,0.0,3.0,3.0,1.48,9.324,home_win
fd_Premier League_Brighton_Brentford_20241227,soccer,Premier League,Brighton,Brentford,2024-12-27T00:00:00,1.64,4.96,4.54,0.591058942107805,0.19543077924532265,0.21351027864687228,0.6,0.4,3.0,3.0,2.548,3.418,draw
fd_Premier League_Arsenal_Ipswich_20241227,soccer,Premier League,Arsenal,Ipswich,2024-12-27T00:00:00,1.15,20.05,8.67,0.8403376171979804,0.048198915699634776,0.11146346710238493,0.4,0.4,3.0,3.0,1.6079999999999999,8.486,home_win
fd_Premier League_Leicester_Man City_20241229,soccer,Premier League,Leicester,Man City,2024-12-29T00:00:00,8.42,1.33,5.9,0.11418202771682509,0.7228666717110279,0.162951300572147,0.8,0.2,3.0,3.0,5.442,2.162,away_win
fd_Premier League_Crystal Palace_Southampton_20241229,soccer,Premier League,Crystal Palace,Southampton,2024-12-29T00:00:00,1.64,5.4,4.13,0.5879592525414433,0.1785654026236976,0.23347534483485888,0.6,0.4,3.0,3.0,2.57,8.738,home_win
fd_Premier League_Everton_Nott'm Forest_20241229,soccer,Premier League,Everton,Nott'm Forest,2024-12-29T00:00:00,2.69,2.88,3.18,0.35972002922253915,0.3359884995168855,0.3042914712605755,0.6,0.2,3.0,3.0,2.3939999999999997,4.662000000000001,away_win
fd_Premier League_Fulham_Bournemouth_20241229,soccer,Premier League,Fulham,Bournemouth,2024-12-29T00:00:00,2.37,3.0,3.59,0.4081354236536647,0.32242698468639513,0.26943759165994025,0.8,0.0,3.0,3.0,2.788,3.526,draw
fd_Premier League_Tottenham_Wolves_20241229,soccer,Premier League,Tottenham,Wolves,2024-12-29T00:00:00,1.63,4.57,4.91,0.5921891948241144,0.21121846554995766,0.19659233962592798,0.0,0.2,3.0,3.0,2.154,5.904,draw
fd_Premier League_West Ham_Liverpool_20241229,soccer,Premier League,West Ham,Liverpool,2024-12-29T00:00:00,7.32,1.4,5.34,0.13159006421088204,0.6880280500168976,0.18038188577222034,0.8,0.2,3.0,3.0,3.2399999999999998,2.2800000000000002,away_win
fd_Premier League_Aston Villa_Brighton_20241230,soccer,Premier League,Aston Villa,Brighton,2024-12-30T00:00:00,1.99,3.62,3.91,0.48574929046738213,0.2670279248701908,0.24722278466242725,0.8,0.0,3.0,3.0,2.368,3.1239999999999997,draw
fd_Premier League_Ipswich_Chelsea_20241230,soccer,Premier League,Ipswich,Chelsea,2024-12-30T00:00:00,7.1,1.42,5.2,0.13577023498694518,0.6788511749347259,0.18537859007832896,0.4,0.6,3.0,3.0,4.529999999999999,2.0620000000000003,home_win
fd_Premier League_Man United_Newcastle_20241230,soccer,Premier League,Man United,Newcastle,2024-12-30T00:00:00,2.72,2.54,3.68,0.3558723196881092,0.3810916179337232,0.2630360623781677,0.4,0.0,3.0,3.0,2.2640000000000002,2.3600000000000003,away_win
fd_Premier League_Brentford_Arsenal_20250101,soccer,Premier League,Brentford,Arsenal,2025-01-01T00:00:00,6.98,1.44,4.93,0.13768332370087932,0.6673816662723179,0.19493501002680283,0.6,0.4,3.0,3.0,3.4219999999999997,1.6620000000000001,away_win
fd_Premier League_Tottenham_Newcastle_20250104,soccer,Premier League,Tottenham,Newcastle,2025-01-04T00:00:00,2.97,2.22,4.06,0.3258002949596599,0.4358679621757612,0.23833174286457884,0.0,0.0,3.0,3.0,2.154,2.3600000000000003,away_win
fd_Premier League_Aston Villa_Leicester_20250104,soccer,Premier League,Aston Villa,Leicester,2025-01-04T00:00:00,1.32,9.41,5.64,0.7276331808759172,0.10206969168503834,0.17029712743904446,0.8,0.0,3.0,3.0,2.368,9.324,home_win
fd_Premier League_Bournemouth_Everton_20250104,soccer,Premier League,Bournemouth,Everton,2025-01-04T00:00:00,1.75,4.82,3.91,0.5522906367129005,0.20052045938746385,0.2471889038996358,0.8,0.2,3.0,3.0,2.052,5.014,home_win
fd_Premier League_Crystal Palace_Chelsea_20250104,soccer,Premier League,Crystal Palace,Chelsea,2025-01-04T00:00:00,3.69,1.95,3.97,0.26165826750894844,0.49513795236308705,0.24320378012796465,0.6,0.6,3.0,3.0,2.57,2.0620000000000003,draw
fd_Premier League_Man City_West Ham_20250104,soccer,Premier League,Man City,West Ham,2025-01-04T00:00:00,1.32,8.2,6.41,0.7315803538620851,0.11776659354853078,0.15065305258938413,0.8,0.2,3.0,3.0,1.55,6.144,home_win
fd_Premier League_Southampton_Brentford_20250104,soccer,Premier League,Southampton,Brentford,2025-01-04T00:00:00,2.95,2.41,3.59,0.32832167699482767,0.401887529931428,0.2697907930737442,0.4,0.4,3.0,3.0,8.044,3.418,away_win
fd_Premier League_Brighton_Arsenal_20250104,soccer,Premier League,Brighton,Arsenal,2025-01-04T00:00:00,4.62,1.82,3.7,0.20889429340745244,0.5302701294189177,0.26083557717362976,0.6,0.4,3.0,3.0,2.548,1.6620000000000001,draw
fd_Premier League_Fulham_Ipswich_20250105,soccer,Premier League,Fulham,Ipswich,2025-01-05T00:00:00,1.56,5.71,4.46,0.6161502765425169,0.16833527695382247,0.2155144465036606,0.8,0.4,3.0,3.0,2.788,8.486,draw
fd_Premier League_Liverpool_Man United_20250105,soccer,Premier League,Liverpool,Man United,2025-01-05T00:00:00,1.29,9.37,6.14,0.7419657285235821,0.10214896369214739,0.15588530778427054,0.8,0.2,3.0,3.0,1.48,3.272,draw
fd_Premier League_Wolves_Nott'm Forest_20250106,soccer,Premier League,Wolves,Nott'm Forest,2025-01-06T00:00:00,3.44,2.31,3.22,0.28109623829427016,0.4186021903602984,0.30030157134543145,0.6,0.2,3.0,3.0,3.6119999999999997,4.662000000000001,away_win
fd_Premier League_Brentford_Man City_20250114,soccer,Premier League,Brentford,Man City,2025-01-14T00:00:00,4.9,1.65,4.56,0.19824519800806256,0.5887281637815192,0.21302663821041815,0.6,0.2,3.0,3.0,3.4219999999999997,2.162,draw
fd_Premier League_Chelsea_Bournemouth_20250114,soccer,Premier League,Chelsea,Bournemouth,2025-01-14T00:00:00,1.5,6.17,4.96,0.647026736746853,0.15729985496276816,0.19567340829037894,0.4,0.0,3.0,3.0,2.3619999999999997,3.526,draw
fd_Premier League_West Ham_Fulham_20250114,soccer,Premier League,West Ham,Fulham,2025-01-14T00:00:00,3.03,2.41,3.54,0.32121355878598945,0.40384941208362984,0.2749370291303808,0.8,0.2,3.0,3.0,3.2399999999999998,3.9899999999999998,home_win
fd_Premier League_Nott'm Forest_Liverpool_20250114,soccer,Premier League,Nott'm Forest,Liverpool,2025-01-14T00:00:00,5.28,1.65,4.24,0.18364518364518365,0.5876645876645876,0.22869022869022868,0.6,0.2,3.0,3.0,2.592,2.2800000000000002,draw
fd_Premier League_Everton_Aston Villa_20250115,soccer,Premier League,Everton,Aston Villa,2025-01-15T00:00:00,3.26,2.36,3.31,0.29706645167669365,0.41035450528221246,0.292579043041094,0.6,0.2,3.0,3.0,2.3939999999999997,3.232,away_win
fd_Premier League_Leicester_Crystal Palace_20250115,soccer,Premier League,Leicester,Crystal Palace,2025-01-15T00:00:00,4.01,1.93,3.76,0.24130053834413456,0.5013550045388496,0.25734445711701587,0.8,0.0,3.0,3.0,5.442,3.79,away_win
fd_Premier League_Newcastle_Wolves_20250115,soccer,Premier League,Newcastle,Wolves,2025-01-15T00:00:00,1.36,7.91,5.73,0.7095814148637881,0.12200135577936179,0.16841722935685025,1.0,0.2,3.0,3.0,2.3280000000000003,5.904,home_win
fd_Premier League_Arsenal_Tottenham_20250115,soccer,Premier League,Arsenal,Tottenham,2025-01-15T00:00:00,1.4,6.88,5.54,0.6867207656495481,0.13973969068450107,0.17353954366595079,0.4,0.8,3.0,3.0,1.6079999999999999,3.378,home_win
fd_Premier League_Ipswich_Brighton_20250116,soccer,Premier League,Ipswich,Brighton,2025-01-16T00:00:00,3.84,1.96,3.78,0.2515687393040502,0.4928693667997718,0.255561893896178,0.4,0.0,3.0,3.0,4.529999999999999,3.1239999999999997,away_win
fd_Premier League_Man United_Southampton_20250116,soccer,Premier League,Man United,Southampton,2025-01-16T00:00:00,1.31,9.23,5.97,0.7345601085648089,0.10425500999132176,0.16118488144386933,0.4,0.4,3.0,3.0,2.2640000000000002,8.738,home_win
fd_Premier League_Newcastle_Bournemouth_20250118,soccer,Premier League,Newcastle,Bournemouth,2025-01-18T00:00:00,1.65,4.99,4.33,0.5842064421233646,0.19317447485041112,0.22261908302622435,1.0,0.0,3.0,3.0,2.3280000000000003,3.526,away_win
fd_Premier League_Brentford_Liverpool_20250118,soccer,Premier League,Brentford,Liverpool,2025-01-18T00:00:00,6.49,1.43,5.33,0.14801444043321296,0.6717578450430436,0.18022771452374337,0.6,0.2,3.0,3.0,3.4219999999999997,2.2800000000000002,away_win
fd_Premier League_Leicester_Fulham_20250118,soccer,Premier League,Leicester,Fulham,2025-01-18T00:00:00,4.38,1.81,3.91,0.22025975157715208,0.5330042607226111,0.24673598770023686,0.8,0.2,3.0,3.0,5.442,3.9899999999999998,away_win
fd_Premier League_West Ham_Crystal Palace_20250118,soccer,Premier League,West Ham,Crystal Palace,2025-01-18T00:00:00,2.65,2.7,3.49,0.3648578010957737,0.35810117514955564,0.27704102375467055,0.8,0.0,3.0,3.0,3.2399999999999998,3.79,away_win
fd_Premier League_Arsenal_Aston Villa_20250118,soccer,Premier League,Arsenal,Aston Villa,2025-01-18T00:00:00,1.53,6.38,4.4,0.6299057116058646,0.15105889322209606,0.21903539517203927,0.4,0.2,3.0,3.0,1.6079999999999999,3.232,draw
fd_Premier League_Everton_Tottenham_20250119,soccer,Premier League,Everton,Tottenham,2025-01-19T00:00:00,2.97,2.46,3.45,0.32592541388725677,0.3934953167663222,0.2805792693464211,0.6,0.8,3.0,3.0,2.3939999999999997,3.378,home_win
fd_Premier League_Man United_Brighton_20250119,soccer,Premier League,Man United,Brighton,2025-01-19T00:00:00,2.11,3.39,3.77,0.45827401848113336,0.2852384008835373,0.2564875806353293,0.4,0.0,3.0,3.0,2.2640000000000002,3.1239999999999997,away_win
fd_Premier League_Nott'm Forest_Southampton_20250119,soccer,Premier League,Nott'm Forest,Southampton,2025-01-19T00:00:00,1.4,8.27,4.92,0.6878338720365688,0.11644104242457028,0.195725085538861,0.6,0.4,3.0,3.0,2.592,8.738,home_win
fd_Premier League_Ipswich_Man City_20250119,soccer,Premier League,Ipswich,Man City,2025-01-19T00:00:00,7.76,1.37,5.51,0.12387610256410257,0.7016631794871795,0.17446071794871795,0.4,0.2,3.0,3.0,4.529999999999999,2.162,away_win
